,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_def,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_def,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
109,Pierre Højbjerg,dk DEN,MF,Tottenham,26-014,1995,1.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.08,0.1,0.02,0.1,1.0,1.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.02,0.0,0.0,28.0,38.0,73.7,543.0,190.0,11.0,12.0,91.7,14.0,17.0,82.4,3.0,9.0,33.3,-0.1,2.0,2.0,0.0,0.0,4.0,36.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,4.0,8.0,3.0,32.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.04,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,0.0,3.0,5.0,60.0,2.0,18.0,7.0,38.9,9.0,8.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,49.0,1.0,12.0,29.0,11.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,30.0,162.0,102.0,4.0,1.0,0.0,30.0,28.0,93.3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
110,Adam Idah,ie IRL,FW,Norwich City,20-161,2001,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2.11,0.0,2.11,2.11,2.11,0.2,1.0,1.0,0.0,100.0,6.43,6.43,0.0,0.0,0.33,-0.3,-0.3,3.0,5.0,60.0,60.0,9.0,0.0,2.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,0.0,0.0,9.0,4.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,Kelechi Iheanacho,ng NGA,MF,Leicester City,24-320,1996,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,0.2,1.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.04,0.0,0.0,6.0,11.0,54.5,61.0,12.0,6.0,7.0,85.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,2.0,7.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,92.0,63.0,1.0,1.0,0.0,19.0,13.0,68.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0
112,Danny Ings,eng ENG,FW,Aston Villa,29-027,1992,1.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.76,0.0,0.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.0,14.0,57.1,93.0,13.0,5.0,6.0,83.3,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0,13.0,6.0,18.0,2.0,2.0,100.0,2.0,1.0,14.0,51.0,31.0,2.0,0.0,1.0,56.0,14.0,25.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
113,Alex Iwobi,ng NGA,"FW,MF",Everton,25-108,1996,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.29,4.29,0.0,4.29,0.2,0.2,0.1,0.74,0.24,0.98,0.74,0.98,0.2,2.0,1.0,0.0,50.0,8.57,4.29,0.0,0.0,0.09,-0.2,-0.2,8.0,10.0,80.0,173.0,104.0,3.0,4.0,75.0,3.0,3.0,100.0,1.0,2.0,50.0,0.9,1.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.57,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,4.0,5.0,10.0,4.0,18.0,1.0,3.0,33.3,1.0,0.0,13.0,46.0,27.0,2.0,0.0,1.0,18.0,14.0,77.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
114,Daniel James,wls WAL,FW,Manchester Utd,23-282,1997,1.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.27,0.03,0.29,0.27,0.29,0.8,3.0,1.0,0.0,33.3,3.65,1.22,0.0,0.0,0.07,-0.2,-0.2,15.0,18.0,83.3,158.0,27.0,13.0,14.0,92.9,2.0,3.0,66.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,19.0,4.0,21.1,3.0,8.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,34.0,1.0,2.0,15.0,20.0,5.0,34.0,0.0,3.0,0.0,1.0,0.0,18.0,137.0,80.0,5.0,2.0,0.0,32.0,21.0,65.6,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
115,Reece James,eng ENG,DF,Chelsea,21-254,1999,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,91.7,170.0,25.0,6.0,6.0,100.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,12.5,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,3.0,2.0,9.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,18.0,2.0,0.0,0.0,11.0,11.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vitaly Janelt,de GER,MF,Brentford,23-101,1998,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,400.0,110.0,10.0,12.0,83.3,10.0,13.0,76.9,2.0,3.0,66.7,0.0,0.0,3.0,1.0,0.0,4.0,28.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,4.0,22.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,100.0,0.0,21.0,9.0,42.9,5.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,41.0,3.0,13.0,20.0,12.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,25.0,83.0,26.0,2.0,1.0,1.0,27.0,20.0,74.1,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0
117,Pontus Jansson,se SWE,DF,Brentford,30-187,1991,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,89.5,346.0,82.0,5.0,5.0,100.0,9.0,10.0,90.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,7.0,0.0,32.0,15.0,26.0,7.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,14.0,83.0,28.0,0.0,0.0,0.0,14.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,33.3
118,Gabriel Jesus,br BRA,FW,Manchester City,24-138,1997,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.27,0.27,0.0,0.27,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,86.0,31.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,-0.1,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,61.0,2.0,0.0,0.0,12.0,6.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,Raúl Jiménez,mx MEX,FW,Wolves,30-106,1991,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.14,0.14,0.28,0.14,0.28,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.05,-0.1,-0.1,19.0,24.0,79.2,238.0,51.0,14.0,16.0,87.5,4.0,6.0,66.7,0.0,1.0,0.0,-0.1,4.0,1.0,1.0,0.0,1.0,22.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,3.0,4.0,3.0,18.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,12.5,1.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,39.0,3.0,6.0,17.0,18.0,7.0,37.0,3.0,6.0,50.0,4.0,0.0,28.0,103.0,60.0,4.0,0.0,0.0,54.0,27.0,50.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,2.0,2.0,50.0
120,Joelinton,br BRA,FW,Newcastle Utd,25-005,1996,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,69.0,15.0,1.0,1.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,1.0,0.0,0.0,0.0,6.0,4.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
121,Ben Johnson,eng ENG,FW,West Ham,21-207,2000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,11.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Jorginho,it ITA,MF,Chelsea,29-242,1991,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,88.0,92.0,1437.0,311.0,42.0,45.0,93.3,25.0,25.0,100.0,11.0,14.0,78.6,0.0,1.0,9.0,3.0,0.0,8.0,86.0,2.0,2.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,67.0,7.0,14.0,9.0,77.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,33.3,2.0,33.0,11.0,33.3,9.0,17.0,7.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,97.0,1.0,13.0,55.0,36.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,58.0,213.0,71.0,3.0,3.0,0.0,79.0,78.0,98.7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,100.0
123,Diogo Jota,pt POR,FW,Liverpool,24-258,1996,1.0,1.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,0.7,0.7,0.0,1.02,0.0,1.02,1.02,1.02,0.7,2.0,2.0,0.0,100.0,3.0,3.0,0.5,0.5,0.34,0.3,0.3,8.0,13.0,61.5,97.0,30.0,6.0,9.0,66.7,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,13.0,4.0,30.8,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,1.0,3.0,11.0,11.0,3.0,22.0,2.0,4.0,50.0,2.0,0.0,15.0,69.0,57.0,2.0,1.0,0.0,28.0,17.0,60.7,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
124,Christian Kabasele,be BEL,DF,Watford,30-176,1991,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.22,0.0,0.22,0.22,0.22,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22,-0.2,-0.2,35.0,40.0,87.5,784.0,217.0,8.0,9.0,88.9,20.0,21.0,95.2,7.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,10.0,5.0,30.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,50.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,6.0,0.0,51.0,14.0,44.0,6.0,1.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,25.0,93.0,34.0,2.0,0.0,0.0,30.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,75.0
125,Michael Keane,eng ENG,DF,Everton,28-220,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.11,0.11,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11,-0.1,-0.1,35.0,44.0,79.5,968.0,283.0,7.0,7.0,100.0,18.0,23.0,78.3,10.0,14.0,71.4,0.0,0.0,4.0,0.0,0.0,2.0,44.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,15.0,7.0,26.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,60.0,8.0,36.0,22.0,5.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,29.0,116.0,22.0,0.0,0.0,0.0,30.0,30.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,100.0
126,Naby Keïta,gn GUI,MF,Liverpool,26-190,1995,1.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.19,0.19,0.0,0.19,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,93.2,711.0,106.0,18.0,18.0,100.0,21.0,22.0,95.5,2.0,4.0,50.0,-0.2,1.0,2.0,2.0,0.0,3.0,44.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,5.0,5.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,4.0,50.0,2.0,31.0,7.0,22.6,7.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,5.0,29.0,16.0,4.0,48.0,0.0,1.0,0.0,0.0,0.0,34.0,162.0,82.0,2.0,0.0,1.0,37.0,35.0,94.6,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
127,Max Kilman,eng ENG,DF,Wolves,24-088,1997,1.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.13,0.0,0.13,0.13,0.13,1.0,2.0,1.0,0.0,50.0,2.02,1.01,0.0,0.0,0.06,-0.1,-0.1,49.0,59.0,83.1,1207.0,339.0,11.0,11.0,100.0,27.0,30.0,90.0,11.0,17.0,64.7,0.0,0.0,0.0,2.0,0.0,7.0,56.0,3.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,11.0,42.0,15.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,7.0,1.0,14.3,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,75.0,8.0,44.0,27.0,9.0,2.0,72.0,1.0,1.0,100.0,1.0,0.0,47.0,246.0,161.0,6.0,2.0,0.0,53.0,52.0,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0
128,Mateusz Klich,pl POL,MF,Leeds United,31-067,1990,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.0,0.06,0.06,0.06,1.0,2.0,1.0,0.0,50.0,2.0,1.0,0.0,0.0,0.03,-0.1,-0.1,28.0,39.0,71.8,487.0,74.0,15.0,18.0,83.3,10.0,13.0,76.9,3.0,7.0,42.9,0.0,0.0,1.0,0.0,0.0,4.0,39.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,2.0,5.0,8.0,30.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,33.3,2.0,28.0,2.0,7.1,6.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,7.0,24.0,14.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,30.0,160.0,88.0,5.0,1.0,0.0,45.0,33.0,73.3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
